batch,Label,log.sigma.2.mm.3D_glcm_ClusterShade,log.sigma.1.mm.3D_glcm_Imc1,log.sigma.1.mm.3D_glcm_MCC,wavelet.LLH_glszm_GrayLevelVariance,log.sigma.3.mm.3D_firstorder_Skewness,wavelet.HLL_glszm_ZonePercentage,wavelet.HLL_firstorder_Skewness,wavelet.LHL_glcm_Correlation,wavelet.LLH_glrlm_GrayLevelNonUniformityNormalized,log.sigma.2.mm.3D_glcm_Imc1
2,1,0.328325927,0.34850733,-0.413429289,-0.701701934,0.317895166,-0.393260368,0.515409026,-0.999616761,1.074474855,-0.365565203
2,0,0.282990225,-0.729979558,0.923243743,0.242940241,-0.603406909,-0.281213117,-0.095042741,-1.002905432,-0.3016321,-0.137776448
2,0,0.331284145,0.488265203,-0.873055417,-1.050962961,1.876242936,0.222899762,-1.262175973,-0.836694657,0.470614691,0.669902451
2,0,0.33129122,1.005487184,-1.176998015,-0.188042217,0.957145311,1.109875427,1.664865515,-0.130666624,0.02160006,1.140382202
2,0,0.331092638,1.255440638,-1.358481546,0.328442547,0.526010515,0.702546936,0.762866593,-0.386871184,-0.370610119,1.249392013
2,0,0.332090619,0.690592276,-0.818004791,-0.937762742,1.527497702,0.248282007,0.942236638,0.162741216,0.738779431,0.730459223
2,0,0.331110376,1.045490939,-1.180459693,-0.694105932,0.225779381,0.843295181,3.144514089,-0.24025121,0.374835311,0.765736575
1,1,0.072978762,0.289972792,-0.086325157,0.002846996,-0.639200733,0.031109466,0.796642646,-0.000963897,0.131287312,-1.31924408
1,1,0.072955576,0.713730651,-0.473425961,-0.683862824,-1.455234165,-0.531003131,0.038038865,0.639221402,0.19831816,-0.4282515
1,0,0.094106791,1.30250499,-1.30268315,-0.188550547,0.060150082,0.2674973,1.15363959,-0.52920146,0.722870919,-0.007033645
1,0,0.091714974,1.316711679,-1.317764389,-0.704410052,-0.989491065,1.017906688,2.763300887,0.787684196,0.264004366,1.413093294
1,1,0.059397036,-0.61022437,0.712909731,0.573037767,0.005891367,-1.514695099,-0.437539639,-0.363124779,0.001380746,-3.271486387
1,1,-0.05891284,-0.772140817,1.057959886,0.53834338,-1.974528466,-0.761684185,0.241597736,-0.341846972,-1.335836992,-1.764353481
1,1,0.092166254,0.611782415,-0.750461279,0.117751442,0.190907762,0.508780093,-0.070042041,1.275125907,-0.025224527,0.48925366
1,0,0.07218278,-0.383995176,0.420388164,-0.117220616,0.315499528,-0.435012229,-0.238415216,-1.130584097,-0.29678042,0.383257693
1,0,0.086545266,0.564457507,-0.489265499,-0.126436379,0.372167259,-0.136903957,1.415452895,-0.561614476,-0.030793241,0.64376551
1,0,-0.09638066,-0.898925482,1.204027338,-0.104331138,-0.488511406,-0.795627787,-1.395167535,1.03718278,0.281706021,0.582451325
2,0,0.304000386,-0.160299719,0.356263791,0.267956812,-1.029586565,-0.000671872,1.436907472,-0.919592204,-0.443228275,-0.793541674
2,0,0.325869085,0.635017782,-0.534227015,-0.331932228,0.599911404,-0.151730007,-1.247051414,-0.21307864,0.349020165,-0.353197794
2,0,0.32364352,0.820176442,-0.763773733,-0.750537477,0.197191593,0.423739379,2.700455356,-0.625347893,-0.259908919,-0.514057179
2,0,0.32892317,0.823337837,-0.599270443,-0.450644198,-0.640484551,0.222610853,-0.631741068,-0.414713489,0.666571961,-0.857923732
2,0,0.329059828,0.986248029,-1.031775084,0.029477943,0.444233349,0.338176368,0.299412068,-0.53133227,-0.049619114,-0.59640877
2,0,0.328582511,0.706698487,-0.831817082,-0.598960358,0.120463173,1.096297814,-0.016385209,0.24178303,0.096815591,1.118766099
2,0,0.311334822,-0.044690503,0.170472542,-0.608115175,-0.791169749,-0.708262171,-0.417964721,-0.444238566,0.957109708,-0.448142848
1,0,0.094040608,0.878593338,-1.078596131,0.063619778,0.458085229,-0.319677083,1.379265899,0.188442285,0.161928762,-0.02580899
1,0,0.092580577,0.847557965,-0.823153547,0.497284729,1.094024234,0.33926306,0.578539632,-0.037197162,-0.119194621,0.271231034
1,0,0.092908572,0.657395862,-0.375783523,-0.10854037,-0.300186877,0.160882979,0.344426819,-0.339820671,0.262491526,-0.742401576
1,0,0.092638982,1.134319668,-1.002178697,-0.434022274,0.99025809,0.067236119,-0.536889925,0.061895168,0.992775322,-0.378076234
1,0,0.093657771,0.867274079,-0.897998986,-0.461772626,1.956760281,0.390586445,-1.072896904,0.361963389,0.088957782,1.41835836
1,1,0.005947229,-1.57653872,1.482071878,0.417470229,-0.124072764,-1.596897449,-0.379919849,1.495902522,-0.15159556,-0.977897675
2,0,0.331005154,0.594550647,-0.392577203,0.027752871,0.953731678,-0.160183924,1.235556916,-0.662647779,0.204515862,-0.37287473
2,0,0.313676073,0.562290281,-0.338206743,-0.34899452,-1.252327063,0.055635759,-0.282768835,-0.352926805,0.159516915,-1.5915602
1,1,-0.389508132,-2.750243593,2.245708854,0.942553669,-0.595786741,-1.482590116,-0.502933787,1.320913305,-0.519896119,-1.988720478
2,0,0.332100063,0.805905834,-0.751022333,-0.719738981,1.574735562,1.816626111,-0.18877174,-0.870370043,0.304419338,1.027116113
2,0,0.331050476,0.846767933,-0.59586366,-0.331603612,0.466155766,0.560017132,-0.481269399,0.026140217,0.382463696,0.551616301
2,0,0.33143469,0.467917161,-0.429276395,-0.437550125,0.780151343,0.189066156,-0.599919702,-0.832953484,1.059232052,0.8551001
2,0,0.313594025,-0.468463768,0.517223401,-0.662479542,-0.031855217,-0.422976689,-1.108376407,-0.964266068,-0.519371437,-0.423552006
2,0,0.317708787,0.214811448,0.03107131,-0.128315885,-0.256807447,-0.52762692,0.122497436,-0.359562588,-0.558518851,0.595100003
2,0,0.306189151,-0.669286852,0.729587594,-0.552970484,-0.364361533,-0.77955712,0.009790317,-0.052183261,-0.251782693,0.125985449
2,0,0.331036744,1.151984681,-1.329414844,-0.862635856,0.567946457,0.761918142,-0.097301784,-0.942806847,0.864607623,1.62847682
2,0,0.331684883,0.05140463,-0.107153395,-0.535515232,1.612617282,1.18183679,-1.181732919,0.483329597,0.302682816,-0.347277805
2,0,0.335804351,0.30448303,-0.37062241,-0.357248998,1.284041216,1.359494689,0.222711938,-0.630268127,1.064494556,0.243638912
2,0,0.333118391,-0.222970877,0.281949698,-1.051207874,0.875482303,-0.465478492,-0.279916618,-1.080208236,1.597220026,0.09996256
2,0,0.318667267,-0.167631129,0.21421815,-0.649524238,-0.135907758,-0.199747407,-0.561439051,-0.708574264,0.529813169,0.378469258
2,0,0.322938606,0.885776921,-0.602977002,0.339750321,-0.397208396,-0.039148495,1.567081432,0.205867278,-0.345531143,-0.321654636
2,0,0.330271434,0.828724141,-0.963548044,0.191700065,0.05705287,-0.045138797,1.846838058,-0.728014876,0.043362982,-0.069956246
2,0,0.33073036,0.881319698,-0.958640571,-0.427722416,0.49876602,-0.060760842,0.388818513,-0.049230202,0.457906475,0.670938203
2,0,0.326207079,1.286763219,-1.397502092,-0.260231425,-0.894572501,-0.282389357,-0.778244676,-0.181067936,0.729295487,-1.343385736
1,0,-2.216932091,-1.297183584,1.686895343,4.684128375,-0.400488898,0.409963653,0.289926359,2.697064569,-3.66852543,-0.727052075
1,0,0.092572708,1.494451668,-1.619105825,-0.434092754,0.749991702,0.888686543,-0.208877301,0.562777357,0.547126458,0.417424428
2,0,0.334052109,0.583922991,-0.683605581,-1.279735064,1.180472186,0.668602887,-0.173502569,-0.905214949,1.205498815,0.85618239
2,0,0.327810669,-0.081568801,0.078293847,-0.242641831,0.525388628,-0.614481879,1.619948995,-0.877467923,0.534674581,1.339314662
1,0,0.078599011,0.202571487,-0.037595035,-0.063329729,-0.275605416,-0.439539552,0.309235657,-0.186015291,-0.436631243,-0.591497131
1,0,-0.063721753,-0.886287072,1.237065223,-0.129784238,-0.852565958,-0.471611601,1.93635898,-0.885253578,-0.709729522,0.280351014
1,0,-0.174488286,-0.810006945,1.060118057,-0.074456449,-0.219349684,-0.624695505,-0.477596326,1.412412086,0.029743384,0.668263277
1,0,-0.002520597,-0.893397883,1.001241965,0.045657361,-0.648144442,-0.948008356,-0.385816549,-0.459862264,0.317782883,-0.315235725
1,0,0.092192377,1.358684513,-1.578127831,-1.092880546,0.917392975,1.445923675,0.430292197,0.00448035,1.575425679,1.729809934
2,1,0.278650337,-0.491669649,0.794235373,-0.733558576,-0.058968508,0.064311347,0.305854014,0.802825097,-0.920670539,0.503833471
2,1,-0.799329126,-2.306434025,2.390290153,1.584686641,-0.341143222,-0.881923866,-0.320796278,1.515678506,-1.54064718,-0.168649097
2,1,-2.063191833,-2.018545809,2.131490039,2.932404154,-0.078460342,-0.805579619,-0.357536125,5.157072262,-3.096887723,-0.657807634
2,1,-0.716708176,-1.25905409,1.616012865,1.62717719,-0.686345401,-0.035728756,0.410848079,1.497312216,-1.799337273,0.326676738
2,1,0.330387629,-0.079070694,-0.125613983,-0.190107031,0.723059229,-0.336222534,0.531656214,-0.592732692,-0.154824236,1.126307008
2,1,-3.815631715,-2.686743573,2.759093319,5.007073501,-0.50300918,-1.262584015,-0.969574251,3.755787728,-2.931641397,-0.011795255
2,1,-13.19145379,-1.535147699,2.427555005,3.968916742,-1.912860879,-0.130653785,-2.33708638,3.43390012,-2.773720728,0.572700705
2,1,-4.684549326,-2.742669664,1.491802482,6.964444079,0.138951831,2.115922509,-0.07930595,5.235150551,-4.370736443,-3.504624784
2,1,0.039933194,-1.820938234,2.28222352,2.723731641,0.848646731,-1.386564201,-0.412850783,3.054484162,-1.687468501,0.363604459
2,1,-4.060600715,-1.601194013,2.093363976,0.721211866,-0.793922709,-0.129960364,-0.26669873,4.356745333,-1.868626003,-0.386914164
2,1,0.114499681,-1.090152663,1.314793714,1.775547875,-0.348160872,-0.318385397,-0.492028619,0.469089704,-1.722292589,0.392589686
2,1,0.279326238,-0.871230829,1.04676697,0.989448985,-0.460987383,-0.505493985,-0.675292661,-0.594679746,-1.044971288,-0.163777322
2,0,0.300802922,0.322100932,-0.040850728,0.063601036,-2.178383865,-0.28372491,-0.501245057,-0.384967668,0.467295071,-2.647263033
1,1,0.088745598,1.118055047,-0.983516555,0.002428726,0.029934704,0.499317964,0.919886528,-0.109343704,0.87189765,0.664689809
1,1,0.091550049,-0.979821516,-0.12008399,0.303855091,-0.622217755,-0.67613246,-0.994082197,-1.018422811,0.345450319,0.239862866
1,1,-0.221111501,-2.001465396,1.929037044,0.402170503,-0.241264569,-0.958506165,-0.255122394,0.860516947,-1.816682422,-0.52121674
1,1,-0.100361017,-2.063790438,1.869875457,0.333998366,0.108668245,-1.284036433,-0.356254503,0.454311116,0.067240879,-0.868140088
1,1,-1.53104522,-1.655327996,1.994130035,1.25628692,-1.509000438,-0.120769776,-1.954872733,0.533411885,-2.355500301,-0.096016801
1,1,-0.195734072,-1.940945836,1.904223201,0.424029464,0.072187687,-0.368266544,-0.444539681,0.974561701,-0.577398575,-0.62163799
1,1,-0.518514856,-2.585407806,2.403247089,1.857865686,-0.720074209,-1.30548146,-0.215025457,0.7318386,-1.636690583,-0.407473022
2,1,-2.115837403,-1.201827121,1.731473018,1.152960628,-1.223013172,0.72605444,-0.658750652,0.88838288,-2.108674626,0.414539982
2,1,0.301580581,-0.679343667,0.730744538,-0.169144491,-0.716754141,-1.064136695,0.293799803,-0.577821431,1.058048305,-1.238240536
1,1,-1.138378976,-1.256970745,1.52098774,2.813702715,-0.248341118,-0.397594197,-0.699315906,2.638577018,-2.585509871,-0.159398724
1,1,-0.523357448,-2.360137912,2.183088352,0.785801729,-0.059662423,-0.959319836,-0.766196139,0.464595059,-1.089606554,-0.62417795
1,1,-1.784809406,-1.437369509,1.730214202,1.947830866,-0.120657349,0.833387201,-0.06204312,3.579932302,-2.781159912,-0.91307589
2,0,0.321010494,0.623802918,-0.525399325,-0.108415222,-0.727189481,-0.895705951,0.391323725,-0.543402758,0.261631278,-2.473530882
2,1,-2.063844324,-1.903130862,2.04377608,1.40391762,-0.324201394,-0.510166056,-1.647277722,3.818633903,-2.722546207,-0.576619347
2,1,0.331614427,0.970332432,-1.014881998,0.218362147,-0.4770656,0.088703363,2.152922276,0.107339665,-0.167988434,0.702431919
2,1,0.315593144,0.180238796,-0.011847654,0.431628951,-0.180555498,0.429549074,-0.399184911,-0.750548238,0.118781861,-1.062393989
2,1,-0.496988191,-3.18727402,2.510002615,0.587816683,-2.055536899,-1.335274535,-0.911812607,0.807842759,-0.338691399,-1.861634235
2,1,0.116089152,-3.619892036,2.76090963,0.854802459,0.49311803,-1.536422046,-0.907868727,0.83053319,-0.633605708,-1.586121206
