batch,Label,log.sigma.1.mm.3D_glcm_MCC,log.sigma.1.mm.3D_glszm_SmallAreaLowGrayLevelEmphasis,log.sigma.3.mm.3D_glszm_SizeZoneNonUniformityNormalized,wavelet.LHH_glszm_SmallAreaEmphasis,wavelet.HHH_glcm_MaximumProbability,log.sigma.2.mm.3D_glcm_Imc1,wavelet.HHL_glcm_MaximumProbability,wavelet.HLH_glrlm_ShortRunLowGrayLevelEmphasis,wavelet.LLH_firstorder_Kurtosis,wavelet.LHH_glrlm_RunEntropy
2,1,1.490397692,-0.940409364,0.916565823,-1.117737413,-0.789871312,-0.099966609,-0.508607424,1.229955966,-0.37510525,-0.969658074
2,1,2.364177823,-0.975910345,1.215803659,0.087243848,-0.343372145,0.211588837,-1.245924273,-0.546703677,0.446696422,0.554995004
2,0,1.25023416,-0.633670486,-0.051685901,-0.247429199,0.418135928,-0.648471196,0.34437147,-0.316603768,0.862793104,0.486908402
2,0,-0.825020076,0.104794413,-0.596062769,-0.070579139,-0.119422092,0.151175001,0.359295086,0.050295913,-0.930498854,-0.602114555
2,0,-0.865094017,-0.207159573,-0.473086354,0.036948751,-1.11311756,-1.208744604,-0.523294272,-0.907894963,0.146794515,1.515426487
2,0,-0.263507188,0.530804372,-0.783644438,-0.640131818,0.08799068,-0.646908652,0.469107396,-0.311585571,-1.393709136,0.942370287
2,1,-0.413429289,1.382643333,-0.470301086,-0.272815,-0.751275127,-0.365565203,-0.44977819,-0.404635151,0.175512695,0.091863765
2,0,0.923243743,-0.555350506,-0.230905619,1.399039933,-1.258094712,-0.137776448,-1.280435017,0.472789243,0.661224791,0.77492483
2,0,-0.873055417,1.69817114,-0.390721819,-1.468930309,-0.365724531,0.669902451,0.741144961,-0.373613465,-1.50506997,-0.599690848
2,0,-1.176998015,0.429426713,-0.275616106,-1.237167014,0.025768611,1.140382202,1.024467838,-0.160970071,0.788517333,0.115163782
2,0,-1.358481546,0.950402908,-0.417357853,0.009656628,0.581782517,1.249392013,-0.268083489,-0.693810216,0.17618109,-0.430080942
2,0,-0.818004791,0.717342049,0.034529872,1.087348837,-0.611203992,0.730459223,-0.057757211,-0.640575358,-1.299520647,-1.192965289
2,0,-1.180459693,-0.562103819,-1.085272785,0.696004517,-0.064559216,0.765736575,-0.08724887,-0.234729731,-0.944068061,0.021911796
1,1,-0.086325157,-0.048907861,-1.076522698,0.526029438,-0.578468594,-1.31924408,-0.347999829,-0.902409821,-0.43961353,1.212418214
1,1,-0.473425961,0.197429322,-1.142701742,0.60127669,0.01017352,-0.4282515,-0.020871703,-0.476765002,-1.325948553,0.321955425
1,0,-1.30268315,-0.602154251,-0.415020075,-0.4051355,-0.350101118,-0.007033645,-0.777855274,-0.110749057,-0.311954296,0.537395715
1,0,-1.317764389,-0.058579326,-1.423593978,-0.347273776,-0.439793801,1.413093294,-0.164501255,-0.896418877,-0.094503154,-0.502936352
1,1,0.712909731,-0.324807871,-0.2730172,0.993210936,-0.961242933,-3.271486387,-0.787311445,-1.023045776,-0.149481649,1.709315196
1,1,1.057959886,-0.614907176,-0.150032178,0.836282252,0.966412492,-1.764353481,-0.03204916,-0.560940732,-0.927221492,0.821168556
1,1,-0.750461279,-0.825738094,-0.396892773,-2.911188715,2.108681616,0.48925366,2.526679063,-0.225374134,3.245085717,-1.775505337
1,0,0.420388164,-0.811156477,-0.233203562,-1.133091044,-0.039483294,0.383257693,-0.635291968,0.496844583,0.165067289,-1.22446073
1,0,-0.489265499,-0.530032321,-0.111268865,-0.229086546,-2.127985728,0.64376551,-1.943112937,-0.370245429,0.701367125,0.236354871
1,0,1.204027338,-0.025174146,0.642313886,1.025364171,0.113297729,0.582451325,-0.435619874,0.562519789,-0.06239645,-0.795980789
2,0,0.356263791,-0.385784872,-1.0699407,1.112191256,-0.810023966,-0.793541674,-0.50131898,0.657820955,2.082180245,0.380509507
2,0,-0.534227015,-0.201727591,-0.504029014,0.094805192,-0.185830169,-0.353197794,1.362115481,-0.671327825,-0.506753591,0.939396034
2,0,-0.763773733,0.215564167,-0.733995679,1.341677399,0.813767281,-0.514057179,0.084640358,0.506298521,-1.662685202,1.404478017
2,0,-0.599270443,-0.287967988,-0.79294725,0.80651079,-0.405953644,-0.857923732,-0.684494363,-0.244059772,-0.905625745,0.249202031
2,0,-1.031775084,0.531454675,-0.930567649,0.354358579,0.110175971,-0.59640877,0.097608868,0.118556156,-0.745533196,-0.286759629
2,0,-0.831817082,0.935893227,0.553504789,-2.047629912,0.703135987,1.118766099,-0.302573037,-0.073301533,-0.29684577,-0.916572658
2,0,0.170472542,-0.627350453,0.300709078,-0.197039196,-0.135654731,-0.448142848,0.316501804,-0.360138935,-0.114483458,0.155942134
1,0,-1.078596131,-0.685925878,0.04872808,-0.180715768,-0.56764594,-0.02580899,0.175841273,-0.228557335,1.543270911,1.299084075
1,0,-0.823153547,1.356149275,-0.580035214,-0.472361769,-0.809655668,0.271231034,-0.572429836,-0.481079075,1.52013104,0.506940986
1,0,-0.375783523,0.111656572,0.861788969,-0.578038252,-0.206764414,-0.742401576,0.274981947,-0.857264272,-0.102445379,0.747371632
1,0,-1.002178697,-0.146692966,-0.373610492,0.299155174,-1.337879855,-0.378076234,-1.325786147,-0.866850999,-0.749873704,0.105411735
1,0,-0.897998986,-0.32831822,-0.069149736,0.151893296,0.328797751,1.41835836,-0.668071927,-0.12110023,-1.121967715,0.077916953
1,1,1.482071878,0.032530322,0.004949858,1.22966646,-0.115042352,-0.977897675,0.18645166,-0.601427786,0.347201744,0.804786759
2,0,-0.392577203,-0.443018002,0.32753787,0.787629494,-0.836309346,-0.37287473,-0.213315183,-0.824915878,0.051165564,0.604227014
2,0,-0.338206743,-0.598353432,-0.714456662,-0.44748101,0.661767713,-1.5915602,0.805955647,-0.211453927,-0.198037197,0.104072638
1,1,2.245708854,-0.968983716,0.370529198,0.84407467,-0.582685061,-1.988720478,-0.619570083,-1.031397062,0.746418444,1.220115657
2,0,-0.751022333,0.304974466,-0.603810098,-0.691613242,0.606347565,1.027116113,-0.96684701,1.047084294,-1.123897011,-0.435623852
2,0,-0.59586366,0.185314463,-0.592156831,0.282125358,0.481572444,0.551616301,0.507444453,0.078343056,0.009281579,1.498434948
2,0,-0.429276395,-0.662504221,-0.422951423,0.609138126,-0.127491429,0.8551001,1.197467297,-0.310554333,2.487003613,-0.446227208
2,0,0.517223401,-0.573256338,-0.48199706,0.546798145,0.055325931,-0.423552006,-0.434701378,-0.236182902,-1.01008163,0.12095443
2,0,0.03107131,-0.418669369,-0.122141804,-0.223608816,0.131227848,0.595100003,-0.672051746,0.57467507,-0.627385573,0.213785092
2,0,0.729587594,-0.385628141,0.151515333,1.140843921,-1.412886629,0.125985449,-1.16388636,-0.42855993,-0.758303648,-0.658640711
2,0,-1.329414844,0.504653607,-1.033528282,-0.48967588,-0.136230298,1.62847682,-0.209461872,0.001628192,-0.120458464,0.669160476
2,0,-0.107153395,-0.815406543,0.028263,-3.775063867,-1.269278999,-0.347277805,0.242346405,0.730739495,0.371211442,-2.36578319
2,0,-0.37062241,-0.548255346,-0.783547991,1.167780797,-2.062747376,0.243638912,-1.13964723,-0.381035257,1.634182654,-1.667957572
2,0,0.281949698,2.281319574,-0.401873934,0.87807487,-1.227709051,0.09996256,-0.411499811,3.590420074,1.095288213,-0.463996884
2,0,0.21421815,-0.692531578,-1.089250906,-0.047353402,-1.601773976,0.378469258,-0.931238903,-1.134584033,-0.35089731,-0.152780456
2,0,-0.602977002,0.679542563,-1.026392168,-0.014942976,-0.134901197,-0.321654636,0.029643052,-0.490982421,0.485649417,1.039655024
2,0,-0.963548044,1.293315811,0.069701055,1.418677421,-0.918755525,-0.069956246,-0.269929008,-0.885004804,0.884657587,0.643412242
2,0,-0.958640571,0.539347216,1.092063676,0.293100142,0.041986165,0.670938203,0.745574514,-0.756606494,-0.16516199,0.575262282
2,0,-1.397502092,1.407448369,-0.748828507,-0.449413967,-0.001439506,-1.343385736,-0.349378441,-0.138753198,-0.343062962,0.422189806
1,0,1.686895343,-0.783401339,3.131819007,1.546135879,-0.140427504,-0.727052075,0.108448751,0.676501461,-0.655221525,-0.44318041
1,0,-1.619105825,0.513984283,-0.1267442,0.747658404,1.138420081,0.417424428,0.640415171,0.142519541,-0.070057007,-0.525593324
2,0,-0.683605581,-0.492494,-0.191773665,0.034341105,1.963153841,0.85618239,0.425229853,-0.284972818,-0.2954249,-0.432365504
2,0,0.078293847,-0.79480902,-0.790262332,-0.367440119,0.041643162,1.339314662,1.043818714,0.785248071,0.74794079,-0.688609737
1,0,-0.037595035,-0.507841924,-1.28541827,-0.246998588,-0.928264155,-0.591497131,-0.85751761,-0.318349943,-0.175822497,1.103214532
1,0,1.237065223,-0.694187293,-0.396892773,-0.133775873,0.132849291,0.280351014,0.181549368,0.189406937,-0.832070207,0.387886141
1,0,1.060118057,-0.801110579,0.437101961,-0.674958693,0.596689703,0.668263277,-0.343936516,0.269334805,0.278638829,-0.642413073
1,0,1.001241965,-0.613627382,-0.564381683,0.726297289,0.184115518,-0.315235725,-0.374903196,-0.584390896,0.281048521,0.21809232
1,0,-1.578127831,1.360790663,0.107218837,-2.069538417,0.446427085,1.729809934,-0.878837629,0.910712474,0.272139947,-2.195631186
2,1,0.794235373,-0.861695858,-0.224969589,0.772916263,-0.603908495,0.503833471,-1.321103713,0.619970746,-1.164387656,0.236871034
2,1,2.390290153,-0.749665955,2.173626351,-0.829672795,-0.121890162,-0.168649097,-0.549005756,-0.530849546,1.22826186,0.387277357
2,1,2.131490039,-0.984961548,3.388225414,0.495545239,-0.532318111,-0.657807634,-0.791785199,0.383752128,-0.283613853,0.17470919
2,1,1.616012865,-0.900849707,1.319027689,0.424405744,0.658730971,0.326676738,-0.491861732,0.704212329,0.382328047,-0.519943354
2,1,-0.125613983,0.0480158,-0.603810098,-1.825802746,0.526342015,1.126307008,-1.534100872,3.39588985,-0.159214588,-0.653603127
2,1,2.759093319,-0.94674991,2.18817734,0.627901016,-1.110593695,-0.011795255,-0.706709791,-0.558780662,1.60618878,0.628970268
2,1,2.427555005,-1.034646549,2.856840137,0.320121468,-0.467210544,0.572700705,-0.811822466,0.374126009,4.34875947,-0.199067441
2,1,1.491802482,-0.907495018,4.621994457,-0.344995516,-1.759685774,-3.504624784,-0.947615641,2.795355753,-0.72384915,0.473538353
2,1,2.28222352,-0.83971001,2.448032053,0.607039718,-0.84888327,0.363604459,-0.644326948,0.627091249,1.981261535,0.602502345
2,1,2.093363976,-0.964103111,2.424453336,0.982981287,-0.455082783,-0.386914164,-0.843992024,0.664018767,0.063490662,-0.052034802
2,1,1.314793714,-0.207892123,0.106250676,-0.368213196,1.172080163,0.392589686,-0.490105025,0.634908673,0.754842029,-0.036788295
2,1,1.04676697,0.491820429,-1.151145895,-0.316768675,0.984677471,-0.163777322,1.155727956,-0.230342206,0.307439962,0.03804212
2,0,-0.040850728,-0.584919061,0.115686663,0.181168834,-0.786634285,-2.647263033,-1.223805049,-1.225865822,0.535972423,1.034513867
1,1,-0.983516555,-0.727468646,-0.395436117,0.581145749,-0.138942131,0.664689809,-0.606019014,-1.123159117,0.484101992,0.352063027
1,1,-0.12008399,6.126644904,1.778383365,-1.205160224,0.882760917,0.239862866,2.508231691,0.037718459,-0.332689935,-0.36575586
1,1,1.929037044,-0.338790822,0.092838701,-1.50849873,-0.168883976,-0.52121674,-0.163538044,0.419779925,-1.127462324,0.069414104
1,1,1.869875457,-0.850557769,-0.544397216,1.21790493,0.547975501,-0.868140088,-0.31830748,-0.529035748,0.370182354,0.318004716
1,1,1.994130035,-0.995433092,1.151345537,0.487218396,-0.449294058,-0.096016801,-0.382319195,-0.440266778,1.192933957,-0.172385308
1,1,1.904223201,-0.771588377,0.242142417,0.489727311,-0.316155399,-0.62163799,-0.789233702,-0.564974405,0.158580409,-0.158602822
1,1,2.403247089,-0.931272587,1.051596659,-0.550802063,0.82893275,-0.407473022,-0.420275786,0.480021088,1.069465142,0.559445911
2,1,1.731473018,-0.779726915,2.125821943,0.328248268,0.314619865,0.414539982,-1.096080338,0.596851277,1.046031798,-0.306904346
2,1,0.730744538,-0.765966057,-0.165181681,0.825236025,-1.026817697,-1.238240536,-1.7532521,-0.600327443,0.217287007,0.605997311
1,1,1.52098774,-0.896127411,1.788969081,-1.149774526,-0.069033095,-0.159398724,0.407894239,0.948587233,1.890735018,-1.262320157
1,1,2.183088352,-0.94333382,0.907002549,0.508949275,0.694368679,-0.62417795,-0.806321957,0.366764071,0.319201963,0.228337333
1,1,1.730214202,-0.995940771,2.216317746,1.901105082,-0.277603993,-0.91307589,-0.869009696,3.122270898,0.122601367,-0.863810151
2,0,-0.525399325,-0.318209504,-0.915746247,0.835904174,-0.265674275,-2.473530882,-0.241338373,-0.381298746,0.009121076,1.194631995
2,1,2.04377608,-0.780665541,2.22699094,-0.67839603,-1.058461722,-0.576619347,-0.404163733,0.352403727,0.246665732,0.549576895
2,1,-1.014881998,0.381381639,-0.790262332,1.069563603,0.13805089,0.702431919,-0.114458958,-0.098384281,1.083266247,0.437382183
2,1,-0.011847654,0.263767647,-0.937335865,1.204932737,-1.001120527,-1.062393989,-0.594643703,-0.365489259,1.425547086,0.491236634
2,1,2.510002615,-0.826765138,0.964585032,0.345480071,-0.096669088,-1.861634235,-0.46802679,-0.994918107,0.531403668,0.7138592
2,1,2.76090963,-0.860123986,0.825374057,0.658926492,-0.38096566,-1.586121206,-0.775755938,-0.5107612,0.978851869,0.836457057
